id	name
107	Reznak-mo-Reznak
108	Skahaz-mo-Kandaq
109	Steelskin
110	Varys
111	Widower
112	Xaro-Xhoan-Daxos
113	Barsena
114	Bartimus
115	Davos-Seaworth
116	Belaquo
117	Goghor-the-Giant
118	Irri
119	Spotted-Cat
120	Ben-Bones
121	Kasporio
122	Penny
123	Tybero-Istarion
124	Benerro
125	Moqorro
126	Benethon-Scales
127	Narbert-Grandison
128	Benjen-Stark
129	Black-Balaq
130	Boros-Blount
131	Meryn-Trant
132	Tommen-Baratheon
133	Bowen-Marsh
134	Cellador
135	Eddison-Tollett
136	Othell-Yarwyck
137	Tormund
138	Wick-Whittlestick
139	Brynden-Rivers
140	Coldhands
141	Hodor
142	Jojen-Reed
143	Leaf
144	Meera-Reed
145	Rickon-Stark
146	Robb-Stark
147	Brandon-Norrey
148	Torghen-Flint
149	Brea
150	Brienne-of-Tarth
151	Cersei-Lannister
152	Jaime-Lannister
153	Brus-Buckler
154	Malegorn
155	Brynden-Tully
156	Bump
157	Varamyr
158	Caggo
159	Lucifer-Long
160	Meris
161	Caleotte
162	Gregor-Clegane
163	Camarron
164	Catelyn-Stark
165	Dunsen
166	High-Sparrow
167	Ilyn-Payne
168	Joffrey-Baratheon
169	Kevan-Lannister
170	Lancel-Lannister
171	Mace-Tyrell
172	Margaery-Tyrell
173	Moelle
174	Osney-Kettleblack
175	Qyburn
176	Rafford
177	Robert-Strong
178	Scolera
179	Unella
180	Cleon
181	Kedry
182	Mully
183	Corliss-Penny
184	Cotter-Pyke
185	Denys-Mallister
186	Cromm
187	Hero
188	Jhiqui
189	Daeron-II-Targaryen
190	Drogo
191	Eroeh
192	Ezzara
193	Ghael
194	Illyrio-Mopatis
195	Jorah-Mormont
196	Lysono-Maar
197	Marselen
198	Mezzara
199	Miklaz
200	Qavo-Nogarys
201	Qezza
202	Quaithe
203	Symon-Stripeback
204	Yurkhaz-zo-Yunzak
205	Dalla
206	Val
207	Damon-Dance-for-Me
208	Grunt
209	Skinner
210	Sour-Alyn
211	Garth-(Wolfs-Den)
212	Godric-Borrell
213	Leona-Woolfield
214	Marlon-Manderly
215	Robett-Glover
216	Salladhor-Saan
217	Sybell-Spicer
218	Denzo-Dhan
219	Devan-Seaworth
220	Dick-Straw
221	Hugh-Hungerford
222	Donal-Noye
223	Qhorin-Halfhand
224	Nymeria-Sand
225	Oberyn-Martell
226	Draqaz
227	Dryn
228	Willam-Dustin
229	Emmett
230	Hobb
231	Janos-Slynt
232	Hop-Robin
233	Frenya
234	Holly
235	Fulk
236	Garth-Greyfeather
237	Hairy-Hal
238	Jack-Bulwer
239	Gerrick-Kingsblood
240	Raymun-Redbeard
241	Grenn
242	Pypar
243	Todder
244	Lorren
245	Haggon
246	Pono
247	Leathers
248	Rory
249	Harl
250	Myles-Toyne
251	Harwood-Stout
252	Harys-Swyft
253	Pycelle
254	Marghaz-zo-Loraq
255	Owen
256	Rowan
257	Hoster-Blackwood
258	Hother-Umber
259	Jon-Umber-(Greatjon)
260	Jonos-Bracken
261	Josmyn-Peckledon
262	Tytos-Blackwood
263	Jared-Frey
264	Rhaegar-Frey
265	Jeor-Mormont
266	Squirrel
267	Nyessos-Vhassar
268	Patrek-of-Kings-Mountain
269	Rattleshirt
270	Soren-Shieldbreaker
271	Tom-Barleycorn
272	Toregg
273	Ulmer
274	Weeper
275	Wun-Weg-Wun-Dar-Wun
276	Ygritte
277	Nurse
278	Joramun
279	Richard-Horpe
280	Kerwin
281	Randyll-Tarly
282	Ronnet-Connington
283	Longwater-Pyke
284	Luton
285	Lyanna-Mormont
286	Lyanna-Stark
287	Maege-Mormont
288	Malaquo-Maegyr
289	Marya-Seaworth
290	Rodrik-Sparr
291	Morgo
292	Trystane-Martell
293	Yezzan-zo-Qaggaz
294	Tyene-Sand
295	Old-Bill-Bone
296	Patchface
297	Sweets
298	Petyr-Baelish
299	Ralf-(Limper)
300	Walder-Frey-(son-of-Merrett)
301	Yellow-Dick
302	Rodrik-Cassel
303	Walda-Frey-(daughter-of-Merrett)
304	Roose-Ryswell
305	Scar
306	Shae
307	Tysha
308	Shrouded-Lord
309	Theomore
310	William-Foxglove
311	Walder-Frey-(son-of-Jammos)
312	Wex-Pyke
313	Willow-Witch-eye
314	Thistle
315	Wylis-Manderly
316	Wulfe
